BuildingType	PrimaryPropertyType	Agebuilding	NumberofBuildings	NumberofFloors	PropertyGFAParking	LargestPropertyUseType	LargestPropertyUseTypeGFA	SecondLargestPropertyUseType	SecondLargestPropertyUseTypeGFA	ThirdLargestPropertyUseTypeGFA	ENERGYSTARScore	SiteEnergyUse(kBtu)	GHGEmissions(MetricTonsCO2e)	Latitude	Longitude
NonResidential	Small- and Mid-Sized Office	69	1.0	1.0	0	Office	45068.0	Office	0.0	0.0	100.0	284857.3125	8.59	47.59973	-122.31331
NonResidential	Small- and Mid-Sized Office	53	1.0	2.0	0	Office	26899.0	Office	0.0	0.0	80.0	1328461.25	9.26	47.59693	-122.31124
NonResidential	Small- and Mid-Sized Office	17	1.0	3.0	0	Office	25500.0	Medical Office	5000.0	0.0	55.0	1965075.625	22.48	47.61744	-122.30514
NonResidential	Distribution Center	48	1.0	1.0	0	Distribution Center	160000.0	Distribution Center	0.0	0.0	94.0	1157976.5	8.07	47.55945	-122.33601
NonResidential	Warehouse	56	1.0	1.0	0	Non-Refrigerated Warehouse	53550.0	Non-Refrigerated Warehouse	0.0	0.0	11.0	4590246.5	174.62	47.55601	-122.33627
NonResidential	Warehouse	92	1.0	1.0	0	Non-Refrigerated Warehouse	32000.0	Office	8000.0	0.0	62.0	1628540.0	67.05	47.55716	-122.33744
NonResidential	Self-Storage Facility	86	1.0	1.0	0	Self-Storage Facility	25881.0	Self-Storage Facility	0.0	0.0	80.4	545426.375	3.8	47.55662	-122.33728
NonResidential	Small- and Mid-Sized Office	63	1.0	1.0	0	Office	24023.0	Office	0.0	0.0	98.0	655422.375	19.61	47.55498	-122.32497
NonResidential	Warehouse	50	1.0	1.0	0	Non-Refrigerated Warehouse	36544.0	Non-Refrigerated Warehouse	0.0	0.0	5.0	1269847.75	8.85	47.55458	-122.32639
NonResidential	Warehouse	67	1.0	1.0	0	Non-Refrigerated Warehouse	20796.0	Non-Refrigerated Warehouse	0.0	0.0	59.4	1324092.125	51.1	47.58387	-122.32092
NonResidential	Distribution Center	69	1.0	1.0	0	Distribution Center	13000.0	Office	8349.0	0.0	70.0	659761.875	17.04	47.5822	-122.321
NonResidential	Warehouse	80	1.0	1.0	0	Non-Refrigerated Warehouse	38500.0	Non-Refrigerated Warehouse	0.0	0.0	33.0	416885.5938	2.91	47.58082	-122.32031
NonResidential	Warehouse	66	1.0	1.0	0	Non-Refrigerated Warehouse	19224.0	Office	1500.0	0.0	33.0	1832031.5	83.3	47.58032	-122.32083
NonResidential	Other	56	1.0	1.0	0	Manufacturing/Industrial Plant	24109.0	Parking	0.0	0.0	35.6	4747403.5	33.1	47.5793	-122.32226
NonResidential	Refrigerated Warehouse	61	1.0	1.0	0	Refrigerated Warehouse	23419.0	Office	2266.0	0.0	47.6	4069301.5	28.37	47.58118	-122.32211
Nonresidential COS	Warehouse	31	1.0	1.0	0	Non-Refrigerated Warehouse	19373.0	Other	3430.0	0.0	78.0	764094.5	21.5	47.5829	-122.32417
Nonresidential COS	Mixed Use Property	31	1.0	1.0	0	Office	11550.0	Other-Public Services	11550.0	0.0	27.6	4323672.0	157.07	47.5829	-122.32417
NonResidential	Refrigerated Warehouse	65	1.0	1.0	0	Refrigerated Warehouse	41550.0	Refrigerated Warehouse	0.0	0.0	94.0	642645.1875	4.48	47.58252	-122.32193
NonResidential	Other	22	1.0	2.0	0	Other	54170.0	Other	0.0	0.0	52.0	5804784.5	178.35	47.52305	-122.31899
SPS-District K-12	K-12 School	16	1.0	2.0	0	K-12 School	64493.0	K-12 School	0.0	0.0	85.0	1989763.875	28.57	47.52361	-122.32469
NonResidential	K-12 School	104	1.0	2.0	0	K-12 School	42252.0	K-12 School	0.0	0.0	49.0	2203758.5	102.35	47.55095	-122.27978
NonResidential	Self-Storage Facility	61	1.0	1.0	0	Self-Storage Facility	23250.0	Self-Storage Facility	0.0	0.0	56.6	863703.0	13.87	47.54514	-122.28596
NonResidential	Worship Facility	35	1.0	3.0	0	Worship Facility	22895.0	Parking	0.0	0.0	96.0	440419.1875	12.92	47.5419	-122.28302
NonResidential	Retail Store	14	1.0	2.0	17471	Retail Store	30000.0	Supermarket/Grocery Store	5000.0	4000.0	100.0	1267463.125	8.84	47.53922	-122.28295
SPS-District K-12	K-12 School	55	1.0	1.0	0	K-12 School	41428.0	K-12 School	0.0	0.0	90.0	1404702.25	44.27	47.49917	-122.26306
NonResidential	Self-Storage Facility	10	1.0	6.0	7132	Self-Storage Facility	48179.0	Self-Storage Facility	0.0	0.0	81.8	797170.3125	12.22	47.69316	-122.30487
NonResidential	Warehouse	79	1.0	1.0	0	Non-Refrigerated Warehouse	52325.0	Non-Refrigerated Warehouse	0.0	0.0	67.0	808968.1875	18.03	47.59294	-122.32555
NonResidential	Other	96	1.0	4.0	0	Repair Services (Vehicle, Shoe, Locksmith, etc)	20600.0	Repair Services (Vehicle, Shoe, Locksmith, etc)	0.0	0.0	93.8	270838.5	9.71	47.59322	-122.32491
Campus	Other	25	10.0	0.0	0	Other	230970.0	Parking	0.0	0.0	58.8	21022288.0	405.05	47.59042	-122.32498
NonResidential	Retail Store	72	1.0	1.0	0	Retail Store	25880.0	Retail Store	0.0	0.0	100.0	162960.0	1.14	47.58698	-122.32397
NonResidential	Warehouse	56	1.0	1.0	0	Non-Refrigerated Warehouse	49802.0	Office	22198.0	0.0	99.0	819354.625	12.55	47.58336	-122.32525
NonResidential	Other	44	1.0	1.0	0	Other	31365.0	Other	0.0	0.0	86.4	652991.6875	5.09	47.57936	-122.32322
NonResidential	Other	106	1.0	1.0	0	Other	32100.0	Other	0.0	0.0	63.6	758008.875	25.77	47.57959	-122.32557
NonResidential	Warehouse	50	1.0	1.0	0	Non-Refrigerated Warehouse	15400.0	Office	5120.0	0.0	20.0	1167887.75	40.85	47.57895	-122.32551
NonResidential	Warehouse	71	1.0	1.0	0	Non-Refrigerated Warehouse	22972.0	Non-Refrigerated Warehouse	0.0	0.0	12.0	495481.0	3.45	47.57833	-122.32563
NonResidential	Warehouse	63	1.0	1.0	0	Non-Refrigerated Warehouse	25649.0	Office	6728.0	0.0	80.0	523614.0938	8.7	47.57934	-122.32501
NonResidential	Retail Store	65	1.0	2.0	0	Retail Store	22740.0	Office	4860.0	0.0	49.4	1318947.25	40.94	47.57667	-122.32542
NonResidential	Warehouse	53	1.0	1.0	0	Non-Refrigerated Warehouse	50628.0	Other-Services	49758.0	0.0	71.8	3626431.5	95.93	47.56845	-122.32732
NonResidential	Distribution Center	50	1.0	1.0	0	Distribution Center	18470.0	Office	5884.0	0.0	10.0	735907.8125	17.29	47.56758	-122.32638
NonResidential	Distribution Center	57	1.0	1.0	0	Distribution Center	24000.0	Office	9600.0	0.0	58.0	847419.375	15.35	47.56823	-122.32506
NonResidential	Other	42	1.0	1.0	0	Manufacturing/Industrial Plant	20819.0	Manufacturing/Industrial Plant	0.0	0.0	41.4	1694930.375	51.27	47.56671	-122.32446
NonResidential	Warehouse	49	1.0	1.0	0	Non-Refrigerated Warehouse	19471.0	Office	3825.0	0.0	54.4	1429855.75	40.01	47.5668	-122.32499
NonResidential	Mixed Use Property	62	1.0	1.0	0	Non-Refrigerated Warehouse	15000.0	Repair Services (Vehicle, Shoe, Locksmith, etc)	15000.0	4232.0	16.0	1758134.625	40.42	47.57019	-122.32352
NonResidential	Refrigerated Warehouse	59	1.0	1.0	0	Refrigerated Warehouse	25200.0	Refrigerated Warehouse	0.0	0.0	100.0	1610794.75	59.0	47.5668	-122.32149
NonResidential	Other	64	1.0	1.0	0	Other	8223.0	Other	0.0	0.0	53.8	834711.875	5.82	47.58754	-122.3224
SPS-District K-12	K-12 School	46	1.0	1.0	0	K-12 School	41526.0	K-12 School	0.0	0.0	79.0	1814947.0	56.04	47.53961	-122.35866
NonResidential	Small- and Mid-Sized Office	42	1.0	2.0	0	Office	24291.0	Office	0.0	0.0	87.0	920430.625	6.42	47.70008	-122.30321
NonResidential	Retail Store	58	1.0	2.0	0	Retail Store	20738.0	Retail Store	0.0	0.0	44.0	526752.8125	3.67	47.70053	-122.3038
NonResidential	Mixed Use Property	16	1.0	4.0	0	Office	11729.0	Other	11729.0	0.0	80.6	919746.3125	6.41	47.70175	-122.30269
NonResidential	Medical Office	30	1.0	2.0	7056	Medical Office	20575.0	Medical Office	0.0	0.0	1.0	2654316.0	18.5	47.7044	-122.32285
NonResidential	Warehouse	38	1.0	1.0	0	Non-Refrigerated Warehouse	17650.0	Office	2400.0	0.0	72.8	844076.8125	17.51	47.57254	-122.32549
NonResidential	Other	56	1.0	1.0	0	Other	27933.0	Other	0.0	0.0	55.4	6129780.0	42.73	47.57217	-122.32421
NonResidential	Small- and Mid-Sized Office	33	1.0	1.0	0	Office	15609.0	Non-Refrigerated Warehouse	7534.0	0.0	75.0	1139980.625	38.87	47.57013	-122.3244
NonResidential	Small- and Mid-Sized Office	54	1.0	1.0	0	Office	28800.0	Non-Refrigerated Warehouse	7350.0	0.0	73.0	2107743.75	60.12	47.57075	-122.32724
NonResidential	Warehouse	64	1.0	1.0	0	Non-Refrigerated Warehouse	39600.0	Non-Refrigerated Warehouse	0.0	0.0	85.0	405050.4063	2.82	47.57294	-122.32811
NonResidential	Warehouse	64	1.0	1.0	0	Non-Refrigerated Warehouse	39600.0	Non-Refrigerated Warehouse	0.0	0.0	91.0	468396.9063	9.25	47.57199	-122.32811
NonResidential	Distribution Center	79	1.0	1.0	0	Distribution Center	41430.0	Distribution Center	0.0	0.0	37.0	1108310.875	16.5	47.57747	-122.32844
NonResidential	Other	7	1.0	1.0	0	Other	21400.0	Retail Store	15000.0	0.0	25.8	1567746.75	46.16	47.57587	-122.32789
NonResidential	Other	96	1.0	1.0	0	Other	31332.0	Other	0.0	0.0	16.0	3573328.25	24.91	47.56398	-122.38727
NonResidential	Worship Facility	68	1.0	2.0	0	Worship Facility	35864.0	Worship Facility	0.0	0.0	75.0	1228113.5	43.64	47.57177	-122.38716
NonResidential	Worship Facility	62	1.0	1.0	0	Worship Facility	20484.0	Worship Facility	0.0	0.0	69.0	822636.625	38.38	47.55464	-122.31576
NonResidential	Medical Office	32	1.0	4.0	17622	Medical Office	21743.0	Medical Office	0.0	0.0	4.0	1849331.25	12.89	47.66169	-122.28558
NonResidential	Medical Office	29	2.0	4.0	14576	Medical Office	27642.0	Medical Office	0.0	0.0	62.2	2824096.75	19.69	47.66159	-122.28606
NonResidential	Other	43	1.0	4.0	0	Other/Specialty Hospital	45082.0	Other/Specialty Hospital	0.0	0.0	31.6	4262316.5	93.5	47.60775	-122.31198
NonResidential	Worship Facility	65	0.0	2.0	0	Worship Facility	41600.0	Worship Facility	0.0	0.0	58.0	1195165.25	30.99	47.68351	-122.35482
NonResidential	Small- and Mid-Sized Office	56	1.0	2.0	0	Office	34110.0	Office	0.0	0.0	31.0	2563985.5	17.87	47.63567	-122.32522
NonResidential	Warehouse	46	1.0	1.0	0	Non-Refrigerated Warehouse	19430.0	Office	1470.0	0.0	67.4	522972.1875	3.65	47.57798	-122.32783
NonResidential	Warehouse	46	1.0	1.0	0	Non-Refrigerated Warehouse	36430.0	Office	6960.0	0.0	87.0	533742.8125	3.72	47.57832	-122.32649
NonResidential	Warehouse	57	1.0	1.0	0	Non-Refrigerated Warehouse	35400.0	Non-Refrigerated Warehouse	0.0	0.0	84.0	419978.6875	9.29	47.58238	-122.32719
NonResidential	Distribution Center	50	1.0	1.0	0	Distribution Center	22201.0	Office	6087.0	0.0	19.0	858701.0	8.22	47.58517	-122.32853
NonResidential	Warehouse	100	1.0	3.0	0	Non-Refrigerated Warehouse	57910.0	Office	13373.0	0.0	41.0	2491238.25	43.17	47.5842	-122.32826
NonResidential	Warehouse	27	1.0	1.0	0	Non-Refrigerated Warehouse	22992.0	Office	800.0	0.0	59.6	2852102.75	19.88	47.58661	-122.3281
NonResidential	Small- and Mid-Sized Office	37	1.0	2.0	0	Office	47368.0	Parking	0.0	0.0	99.0	1042652.625	7.27	47.58895	-122.32833
NonResidential	Mixed Use Property	85	1.0	1.0	0	Non-Refrigerated Warehouse	18871.0	Food Service	14000.0	13312.0	54.4	1890502.5	27.92	47.58874	-122.32662
NonResidential	Small- and Mid-Sized Office	32	1.0	5.0	22788	Office	49825.0	Parking	22788.0	0.0	84.0	2602213.75	41.96	47.60592	-122.31367
NonResidential	Retail Store	48	1.0	1.0	0	Retail Store	36071.0	Retail Store	0.0	0.0	97.0	1519952.125	50.76	47.56514	-122.28781
SPS-District K-12	K-12 School	27	1.0	3.0	0	K-12 School	51672.0	K-12 School	0.0	0.0	97.0	1436510.375	20.3	47.56591	-122.28339
Nonresidential COS	Medical Office	26	1.0	2.0	11082	Medical Office	19987.0	Office	7505.0	0.0	36.0	2108861.75	14.7	47.56364	-122.28572
Nonresidential COS	Mixed Use Property	21	1.0	1.0	0	Fitness Center/Health Club/Gym	14081.0	Other-Recreation	12824.0	1479.0	39.2	2133797.75	57.25	47.56214	-122.28143
NonResidential	Other	7	1.0	3.0	0	Automobile Dealership	35115.0	Automobile Dealership	0.0	0.0	61.4	1922953.25	31.94	47.7139	-122.29794
NonResidential	Mixed Use Property	44	1.0	1.0	0	Other-Education	23904.0	Distribution Center	18500.0	18500.0	71.2	600516.875	19.77	47.69734	-122.34639
Nonresidential COS	Warehouse	47	1.0	1.0	0	Non-Refrigerated Warehouse	18854.0	Office	6804.0	0.0	72.0	1063960.125	18.87	47.70117	-122.34284
NonResidential	Small- and Mid-Sized Office	109	1.0	2.0	0	Office	27600.0	Other	8400.0	0.0	95.0	1046187.625	18.04	47.61345	-122.3198
NonResidential	Mixed Use Property	103	1.0	1.0	0	Parking	18000.0	Retail Store	18000.0	0.0	59.0	1162163.125	26.52	47.61324	-122.31724
NonResidential	Warehouse	101	1.0	2.0	0	Non-Refrigerated Warehouse	43200.0	Non-Refrigerated Warehouse	0.0	0.0	38.0	1929851.5	49.18	47.61467	-122.31777
NonResidential	Small- and Mid-Sized Office	103	1.0	4.0	12870	Office	42800.0	Parking	10400.0	0.0	71.0	2912454.75	46.85	47.59501	-122.32852
NonResidential	Retail Store	41	1.0	1.0	0	Retail Store	34038.0	Office	9756.0	0.0	88.0	1164537.75	23.5	47.58801	-122.32944
NonResidential	Warehouse	48	1.0	1.0	0	Non-Refrigerated Warehouse	40780.0	Office	7500.0	0.0	18.0	2701833.75	78.57	47.57466	-122.33089
NonResidential	Distribution Center	62	1.0	1.0	0	Distribution Center	31476.0	Office	4564.0	0.0	76.6	363808.1875	7.74	47.57258	-122.33059
NonResidential	Supermarket/Grocery Store	51	1.0	1.0	0	Supermarket/Grocery Store	35042.0	Parking	0.0	0.0	42.0	8839812.0	219.93	47.68269	-122.28912
SPS-District K-12	K-12 School	68	1.0	1.0	0	K-12 School	65210.0	K-12 School	0.0	0.0	86.0	2936336.25	108.05	47.68069	-122.27533
NonResidential	Worship Facility	66	1.0	2.0	0	Worship Facility	20385.0	Worship Facility	0.0	0.0	65.0	809291.8125	34.04	47.68061	-122.29002
NonResidential	Worship Facility	70	1.0	1.0	0	Worship Facility	24295.0	Worship Facility	0.0	0.0	53.0	216115.0	1.51	47.67984	-122.27739
NonResidential	Small- and Mid-Sized Office	49	1.0	2.0	0	Office	20317.0	Office	0.0	0.0	83.0	620994.3125	4.33	47.66888	-122.28333
NonResidential	Supermarket/Grocery Store	43	1.0	1.0	0	Supermarket/Grocery Store	24377.0	Supermarket/Grocery Store	0.0	0.0	6.0	9851260.0	260.32	47.66824	-122.28394
NonResidential	Other	30	1.0	1.0	0	Movie Theater	33392.0	Movie Theater	0.0	0.0	37.6	2786648.75	19.43	47.70197	-122.34219
NonResidential	Supermarket/Grocery Store	30	0.0	1.0	0	Supermarket/Grocery Store	45155.0	Supermarket/Grocery Store	0.0	0.0	6.0	6674179.5	158.63	47.70224	-122.34409
NonResidential	Warehouse	50	1.0	1.0	0	Non-Refrigerated Warehouse	32040.0	Non-Refrigerated Warehouse	0.0	0.0	3.0	2186148.5	41.77	47.5316	-122.333
NonResidential	Warehouse	46	1.0	1.0	0	Non-Refrigerated Warehouse	45449.0	Non-Refrigerated Warehouse	0.0	0.0	15.0	4302455.5	175.53	47.5316	-122.333
NonResidential	Warehouse	43	1.0	1.0	0	Non-Refrigerated Warehouse	36000.0	Non-Refrigerated Warehouse	0.0	0.0	44.0	2771820.5	124.4	47.5316	-122.333
NonResidential	Warehouse	37	1.0	1.0	0	Non-Refrigerated Warehouse	29640.0	Retail Store	1460.0	0.0	67.6	1356972.25	43.18	47.52549	-122.33064
NonResidential	Warehouse	37	1.0	1.0	0	Non-Refrigerated Warehouse	32200.0	Office	1200.0	0.0	61.6	2339234.0	64.75	47.52549	-122.33064
NonResidential	Warehouse	37	1.0	1.0	0	Non-Refrigerated Warehouse	47800.0	Non-Refrigerated Warehouse	0.0	0.0	71.0	2373568.25	59.14	47.52549	-122.33064
NonResidential	Warehouse	37	1.0	1.0	0	Non-Refrigerated Warehouse	27850.0	Non-Refrigerated Warehouse	0.0	0.0	55.0	1176342.25	39.05	47.52549	-122.33064
NonResidential	K-12 School	87	1.0	2.0	0	K-12 School	24152.0	K-12 School	0.0	0.0	100.0	161363.4063	1.12	47.60885	-122.2999
NonResidential	K-12 School	67	1.0	2.0	0	K-12 School	37000.0	K-12 School	0.0	0.0	71.0	2053956.375	85.15	47.694	-122.28967
NonResidential	Retail Store	64	1.0	1.0	0	Retail Store	20360.0	Retail Store	0.0	0.0	68.0	1399062.75	21.46	47.69066	-122.29023
NonResidential	Other	107	1.0	4.0	0	Other	44775.0	Other	0.0	0.0	83.4	950695.625	29.88	47.59347	-122.33369
NonResidential	Other	100	2.0	1.0	0	Other	19715.0	Office	12000.0	6000.0	80.8	2833624.5	112.82	47.57507	-122.33349
NonResidential	Other	79	1.0	1.0	0	Other-Entertainment/Public Assembly	13144.0	Other	6600.0	1070.0	85.4	347437.6875	6.46	47.57459	-122.3339
NonResidential	Other	98	1.0	1.0	0	Other	26075.0	Other	0.0	0.0	81.2	1608508.75	17.6	47.57619	-122.3339
NonResidential	Warehouse	24	1.0	1.0	0	Non-Refrigerated Warehouse	29394.0	Office	16902.0	0.0	60.0	1486681.75	26.27	47.57881	-122.33273
NonResidential	Warehouse	90	1.0	2.0	0	Non-Refrigerated Warehouse	15000.0	Office	5400.0	0.0	69.0	438557.0	12.17	47.57941	-122.3336
NonResidential	Small- and Mid-Sized Office	90	1.0	1.0	0	Office	20460.0	Office	0.0	0.0	16.0	903541.875	6.3	47.57893	-122.33374
NonResidential	Self-Storage Facility	91	1.0	2.0	0	Self-Storage Facility	25821.0	Self-Storage Facility	0.0	0.0	67.6	209698.7031	1.46	47.58168	-122.33369
NonResidential	Refrigerated Warehouse	61	1.0	2.0	0	Refrigerated Warehouse	21870.0	Refrigerated Warehouse	0.0	0.0	45.0	1074350.375	7.49	47.58217	-122.33263
NonResidential	Warehouse	28	3.0	1.0	0	Non-Refrigerated Warehouse	51664.0	Non-Refrigerated Warehouse	0.0	0.0	57.8	3528086.75	66.77	47.58069	-122.3325
NonResidential	Medical Office	46	1.0	1.0	0	Medical Office	43615.0	Medical Office	0.0	0.0	89.0	3133849.5	106.35	47.53419	-122.36624
NonResidential	Small- and Mid-Sized Office	46	1.0	3.0	0	Office	16855.0	Office	0.0	0.0	26.0	1144267.5	7.98	47.53419	-122.36624
Nonresidential COS	Other	14	1.0	2.0	0	Other	28303.0	Parking	1100.0	0.0	44.2	3494929.5	92.7	47.53578	-122.36205
NonResidential	Warehouse	34	1.0	2.0	0	Non-Refrigerated Warehouse	43556.0	Non-Refrigerated Warehouse	0.0	0.0	80.0	308400.4063	2.15	47.53846	-122.36175
NonResidential	Mixed Use Property	12	1.0	5.0	0	Office	14452.0	Other	14452.0	0.0	59.8	1011965.375	7.05	47.57269	-122.37056
SPS-District K-12	K-12 School	57	1.0	1.0	0	K-12 School	40285.0	K-12 School	0.0	0.0	87.0	1564891.75	47.98	47.69845	-122.30747
NonResidential	University	76	1.0	2.0	15243	College/University	26393.0	Medical Office	15000.0	0.0	80.8	2839882.25	61.68	47.65231	-122.34217
NonResidential	Warehouse	75	1.0	1.0	0	Non-Refrigerated Warehouse	30889.0	Office	18000.0	0.0	49.0	2100216.5	61.6	47.55718	-122.33288
NonResidential	Small- and Mid-Sized Office	16	1.0	3.0	0	Office	43473.0	Office	0.0	0.0	3.0	4416909.5	30.79	47.55658	-122.33322
NonResidential	Retail Store	26	1.0	1.0	0	Retail Store	40793.0	Retail Store	0.0	0.0	19.0	3740373.75	35.48	47.52254	-122.36627
NonResidential	Retail Store	11	1.0	1.0	0	Retail Store	32427.0	Retail Store	0.0	0.0	79.0	1608884.25	37.61	47.52254	-122.36627
Nonresidential COS	Other	41	0.0	2.0	0	Other-Recreation	29064.0	Fitness Center/Health Club/Gym	8508.0	715.0	71.2	8054334.0	286.89	47.52801	-122.36918
NonResidential	Mixed Use Property	90	1.0	1.0	0	Other-Education	12000.0	Other-Entertainment/Public Assembly	11400.0	9100.0	21.2	3275779.25	152.14	47.69766	-122.37346
NonResidential	Small- and Mid-Sized Office	106	1.0	5.0	0	Office	32250.0	Office	0.0	0.0	92.0	796042.375	11.44	47.59657	-122.33394
NonResidential	Retail Store	63	1.0	1.0	0	Retail Store	51000.0	Retail Store	0.0	0.0	95.0	1298039.875	14.17	47.69061	-122.35731
NonResidential	Mixed Use Property	100	1.0	1.0	0	Other	9000.0	Other-Entertainment/Public Assembly	9000.0	9000.0	73.2	229856.4063	1.6	47.58452	-122.3337
NonResidential	Other	81	1.0	2.0	0	Other-Entertainment/Public Assembly	11815.0	Restaurant	5120.0	3812.0	40.8	1001964.0	17.45	47.58787	-122.33365
NonResidential	Warehouse	88	1.0	2.0	0	Non-Refrigerated Warehouse	36000.0	Office	4800.0	0.0	57.6	817255.875	27.83	47.58903	-122.33361
NonResidential	Small- and Mid-Sized Office	96	1.0	2.0	0	Office	20150.0	Office	0.0	0.0	80.0	576174.125	4.02	47.59508	-122.33378
NonResidential	Small- and Mid-Sized Office	107	1.0	7.0	0	Office	31500.0	Office	0.0	0.0	40.0	1682454.875	11.73	47.59639	-122.33368
NonResidential	Warehouse	78	1.0	2.0	0	Non-Refrigerated Warehouse	24300.0	Retail Store	13284.0	3692.0	54.6	2502081.0	96.62	47.59081	-122.33487
NonResidential	Refrigerated Warehouse	79	0.0	2.0	0	Refrigerated Warehouse	15667.0	Other	8690.0	0.0	71.6	1232822.875	23.62	47.58999	-122.33539
NonResidential	Other	106	1.0	3.0	0	Other	24717.0	Parking	0.0	0.0	99.4	16808.90039	0.12	47.58788	-122.33458
NonResidential	Small- and Mid-Sized Office	89	1.0	1.0	0	Office	22580.0	Office	0.0	0.0	90.0	928584.875	9.65	47.58686	-122.33469
NonResidential	Warehouse	90	1.0	1.0	0	Non-Refrigerated Warehouse	20000.0	Non-Refrigerated Warehouse	0.0	0.0	18.0	743528.125	33.52	47.60192	-122.31641
NonResidential	Warehouse	62	1.0	1.0	0	Non-Refrigerated Warehouse	38000.0	Office	4000.0	0.0	44.8	2070005.625	82.07	47.60224	-122.31529
NonResidential	Self-Storage Facility	54	1.0	1.0	0	Self-Storage Facility	21018.0	Parking	3230.0	0.0	89.6	111969.7031	0.79	47.61234	-122.31628
NonResidential	Senior Care Community	7	1.0	6.0	0	Senior Care Community	244500.0	Senior Care Community	0.0	0.0	100.0	11019641.0	292.8	47.70178	-122.32352
NonResidential	Warehouse	84	1.0	1.0	0	Non-Refrigerated Warehouse	22752.0	Non-Refrigerated Warehouse	0.0	0.0	89.4	106918.0	0.75	47.55608	-122.3388
NonResidential	Other	7	1.0	3.0	84710	Parking	84710.0	Office	42355.0	0.0	86.0	3245111.5	22.62	47.55768	-122.33137
NonResidential	Retail Store	52	1.0	1.0	0	Retail Store	37247.0	Retail Store	0.0	0.0	69.0	1748644.5	58.36	47.55772	-122.33017
NonResidential	Retail Store	23	1.0	1.0	0	Retail Store	23468.0	Retail Store	0.0	0.0	11.0	3027867.5	77.23	47.69274	-122.37602
NonResidential	Small- and Mid-Sized Office	106	0.0	3.0	0	Office	32393.0	Retail Store	10057.0	0.0	96.0	1441445.625	10.05	47.58462	-122.3347
NonResidential	Warehouse	116	1.0	2.0	0	Non-Refrigerated Warehouse	32000.0	Non-Refrigerated Warehouse	0.0	0.0	34.0	586589.1875	25.15	47.58318	-122.3347
NonResidential	Small- and Mid-Sized Office	106	1.0	2.0	0	Office	20970.0	Parking	0.0	0.0	100.0	204499.0938	5.43	47.58292	-122.33468
NonResidential	Small- and Mid-Sized Office	79	1.0	2.0	0	Office	27636.0	Other	13611.0	0.0	58.6	1528295.75	39.25	47.57595	-122.33624
NonResidential	Small- and Mid-Sized Office	93	1.0	1.0	0	Office	24000.0	Non-Refrigerated Warehouse	8874.0	1000.0	96.0	771512.6875	14.99	47.57529	-122.33475
NonResidential	Retail Store	50	1.0	1.0	0	Retail Store	28734.0	Supermarket/Grocery Store	24813.0	0.0	88.0	12434593.0	413.1	47.54723	-122.28455
NonResidential	K-12 School	54	1.0	3.0	0	K-12 School	31375.0	K-12 School	0.0	0.0	95.0	1274049.75	54.27	47.53887	-122.37564
NonResidential	Worship Facility	51	1.0	1.0	0	Worship Facility	22000.0	Parking	0.0	0.0	35.0	992794.6875	47.08	47.64	-122.39743
NonResidential	Self-Storage Facility	26	1.0	2.0	31389	Self-Storage Facility	71874.0	Self-Storage Facility	0.0	0.0	83.0	1242811.75	44.97	47.70281	-122.35623
NonResidential	Small- and Mid-Sized Office	45	1.0	2.0	0	Office	30100.0	Office	0.0	0.0	93.0	1508561.875	28.05	47.60104	-122.30155
NonResidential	Retail Store	18	1.0	2.0	0	Retail Store	14168.0	Office	7032.0	0.0	15.0	1676426.5	11.69	47.60009	-122.3017
NonResidential	Supermarket/Grocery Store	36	1.0	1.0	0	Supermarket/Grocery Store	28470.0	Other	2442.0	0.0	27.0	6058494.0	42.24	47.59881	-122.30189
NonResidential	Retail Store	36	1.0	2.0	0	Retail Store	19271.0	Bank Branch	4150.0	0.0	25.0	1896626.375	13.22	47.59881	-122.30189
SPS-District K-12	K-12 School	85	1.0	3.0	0	K-12 School	117116.0	K-12 School	0.0	0.0	83.0	5722325.5	256.31	47.6763	-122.38051
NonResidential	Worship Facility	88	1.0	2.0	0	Worship Facility	24120.0	Worship Facility	0.0	0.0	66.0	893053.1875	31.54	47.67628	-122.38238
NonResidential	Worship Facility	87	1.0	3.0	0	Worship Facility	28970.0	Office	6766.0	0.0	88.0	1148202.25	51.15	47.6764	-122.38502
NonResidential	Warehouse	75	1.0	1.0	0	Non-Refrigerated Warehouse	49500.0	Non-Refrigerated Warehouse	0.0	0.0	10.0	1206165.75	27.75	47.57298	-122.33644
NonResidential	Retail Store	62	1.0	2.0	0	Retail Store	21900.0	Retail Store	0.0	0.0	40.0	1302192.875	42.66	47.57044	-122.33475
NonResidential	Distribution Center	64	1.0	1.0	0	Distribution Center	65164.0	Distribution Center	0.0	0.0	100.0	150167.7969	1.6	47.57227	-122.33843
NonResidential	Warehouse	52	1.0	1.0	0	Non-Refrigerated Warehouse	33462.0	Non-Refrigerated Warehouse	0.0	0.0	1.0	1386445.375	9.67	47.57339	-122.33735
NonResidential	Mixed Use Property	64	1.0	1.0	0	Other	10471.0	Non-Refrigerated Warehouse	9875.0	8877.0	66.0	1331469.75	44.68	47.57506	-122.33862
NonResidential	Other	54	1.0	3.0	0	Other	34733.0	Other	0.0	0.0	39.2	4653535.0	32.44	47.54089	-122.32323
NonResidential	Other	25	1.0	2.0	21384	Other-Mall	29640.0	Parking	6000.0	0.0	49.4	8163413.0	298.91	47.59886	-122.31678
